ProductID	ProductName	ProductGroupID	Price
113	Smartphone	10	717.0766297
114	Camera	7	1784.541536
115	Router	8	679.4701187
116	Printer	16	1615.770605
117	Smartphone	18	1421.330417
118	Printer	8	819.8035431
119	Desktop	8	1162.755887
120	Camera	1	1136.55475
121	Speaker	5	1318.505439
122	Router	18	104.7233503
123	Smartphone	17	1965.38681
124	Camera	5	922.4105227
125	Speaker	14	700.5492248
126	Desktop	3	615.1743359
127	Laptop	12	952.3185337
128	Tablet	19	716.4367313
129	Printer	19	828.5503839
130	Laptop	6	1607.312478
131	Tablet	18	1321.347515
132	Printer	8	1550.795544
133	Printer	15	284.0535507
134	Headphone	20	1138.866525
135	Router	16	1703.211129
136	Tablet	13	591.797798
137	Headphone	11	1744.97814
138	Headphone	15	794.8858654
139	Desktop	2	148.0541
140	Smartwatch	11	1607.326596
141	Camera	20	494.0068475
142	Desktop	9	1366.473906
143	Camera	13	895.1682841
144	Speaker	14	764.5203488
145	Tablet	3	377.6341497
146	Desktop	7	545.866898
147	Printer	2	225.2101034
148	Camera	15	438.104228
149	Smartwatch	14	1062.039942
150	Headphone	5	1146.500121
151	Router	6	1156.019687
152	Tablet	9	1165.241916
153	Camera	5	1708.813082
154	Smartwatch	14	1457.000144
155	Tablet	16	1510.084348
156	Tablet	3	1693.793426
157	Laptop	20	1127.11987
158	Printer	9	850.3563962
159	Tablet	7	612.3714555
160	Headphone	20	913.8450431
161	Smartphone	15	1750.797567
162	Router	19	320.563797
163	Smartphone	20	762.9183378
164	Camera	19	749.1105939
165	Desktop	1	504.3408542
166	Printer	7	1607.202346
167	Desktop	8	1541.427663
168	Laptop	15	1104.973284
169	Router	8	1625.968127
170	Printer	4	659.2495119
171	Camera	3	1620.685572
172	Laptop	3	1004.993309
173	Tablet	7	1200.00589
174	Printer	19	1407.801107
175	Headphone	13	110.4751229
176	Headphone	19	348.973984
177	Headphone	14	1126.613567
178	Smartwatch	6	1310.456351
179	Desktop	6	1600.953206
180	Headphone	19	246.3875167
181	Smartwatch	18	1191.765686
182	Smartphone	19	1109.527817
183	Tablet	12	301.8542273
184	Router	20	1310.153308
185	Tablet	20	1102.758508
186	Smartwatch	19	387.0837218
187	Router	3	1182.340286
188	Desktop	6	294.652301
189	Headphone	12	1302.095205
190	Camera	17	929.4192768
191	Camera	15	239.0990651
192	Tablet	16	1588.232175
193	Smartwatch	13	341.0695069
194	Smartwatch	4	1961.096774
195	Laptop	20	1609.684383
196	Laptop	5	903.6751042
197	Smartphone	4	518.4246272
198	Printer	18	1321.575298
199	Laptop	8	168.7604234
200	Smartwatch	15	1065.802707
